date,experiment,round,assay,plate,row,col,sort,TOF,EXT,time,green,yellow,red,norm.EXT,norm.green,norm.yellow,norm.red,object,call50,stage,strain,timepoint,replicate,control,contamination
20190426,GrowthTrial,2,NA,1,A,2,0,116,157,2356,8,6,7,1.35344827586207,0.0689655172413793,0.0517241379310345,0.0603448275862069,0.999994512933135,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,2,0,97,99,3089,3,1,3,1.02061855670103,0.0309278350515464,0.0103092783505155,0.0309278350515464,0.994383827021231,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,2,0,94,168,3136,9,7,6,1.78723404255319,0.0957446808510638,0.074468085106383,0.0638297872340425,0.999825228299908,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,2,0,93,102,3370,4,6,3,1.09677419354839,0.043010752688172,0.0645161290322581,0.032258064516129,0.999615722673705,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,2,0,108,108,3588,4,5,3,1,0.037037037037037,0.0462962962962963,0.0277777777777778,0.999812158294085,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,2,0,160,407,5491,31,23,20,2.54375,0.19375,0.14375,0.125,0.999999999999881,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,104,105,281,4,3,2,1.00961538461538,0.0384615384615385,0.0288461538461538,0.0192307692307692,0.99690164970169,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,105,117,827,5,6,4,1.11428571428571,0.0476190476190476,0.0571428571428571,0.0380952380952381,0.999929394975955,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,112,140,1232,7,6,6,1.25,0.0625,0.0535714285714286,0.0535714285714286,0.999988545729724,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,105,226,2402,13,11,10,2.15238095238095,0.123809523809524,0.104761904761905,0.0952380952380952,0.999999299289604,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,99,104,2808,3,3,4,1.05050505050505,0.0303030303030303,0.0303030303030303,0.0404040404040404,0.999538487534051,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,97,99,3682,4,5,4,1.02061855670103,0.0412371134020619,0.0515463917525773,0.0412371134020619,0.999861941270936,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,140,212,3713,10,10,10,1.51428571428571,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.99999998884876,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,112,231,3791,13,11,9,2.0625,0.116071428571429,0.0982142857142857,0.0803571428571429,0.999998748679153,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,107,118,3962,6,4,3,1.10280373831776,0.0560747663551402,0.0373831775700935,0.0280373831775701,0.999182070283339,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,108,121,4228,6,6,5,1.12037037037037,0.0555555555555556,0.0555555555555556,0.0462962962962963,0.999977992955967,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,160,269,5242,14,10,8,1.68125,0.0875,0.0625,0.05,0.999999777410158,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,444,870,5507,54,47,37,1.95945945945946,0.121621621621622,0.105855855855856,0.0833333333333333,1,object,adult,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,136,229,5710,13,9,9,1.68382352941176,0.0955882352941176,0.0661764705882353,0.0661764705882353,0.999999677529326,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,97,160,5741,7,5,9,1.64948453608247,0.0721649484536082,0.0515463917525773,0.0927835051546392,0.999991233872337,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,120,156,5866,8,6,6,1.3,0.0666666666666667,0.05,0.05,0.999989390803875,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,98,171,7129,10,7,8,1.74489795918367,0.102040816326531,0.0714285714285714,0.0816326530612245,0.999984996513602,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,136,297,7160,19,13,14,2.18382352941176,0.139705882352941,0.0955882352941176,0.102941176470588,0.999999997261388,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,3,0,95,113,7316,5,4,4,1.18947368421053,0.0526315789473684,0.0421052631578947,0.0421052631578947,0.999308382086074,object,L2/L3,N2,H 04,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,338,666,437,41,33,32,1.97041420118343,0.121301775147929,0.0976331360946746,0.0946745562130177,1,object,adult,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,118,140,1545,7,7,6,1.1864406779661,0.0593220338983051,0.0593220338983051,0.0508474576271186,0.999996981755742,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,96,111,2091,6,7,6,1.15625,0.0625,0.0729166666666667,0.0625,0.999991202998344,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,95,116,2262,8,9,7,1.22105263157895,0.0842105263157895,0.0947368421052632,0.0736842105263158,0.999998690978674,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,92,101,2543,4,4,2,1.09782608695652,0.0434782608695652,0.0434782608695652,0.0217391304347826,0.995049091528778,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,120,144,2605,10,8,7,1.2,0.0833333333333333,0.0666666666666667,0.0583333333333333,0.999999300967507,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,95,101,2824,4,5,3,1.06315789473684,0.0421052631578947,0.0526315789473684,0.0315789473684211,0.999417259722965,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,94,97,2902,6,6,4,1.03191489361702,0.0638297872340425,0.0638297872340425,0.0425531914893617,0.999882469644161,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,118,139,3058,6,6,3,1.17796610169492,0.0508474576271186,0.0508474576271186,0.0254237288135593,0.999848493193237,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,107,136,3183,7,5,5,1.27102803738318,0.0654205607476635,0.0467289719626168,0.0467289719626168,0.999896949705287,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,126,247,3370,18,13,14,1.96031746031746,0.142857142857143,0.103174603174603,0.111111111111111,0.999999999101823,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,110,123,3448,5,5,4,1.11818181818182,0.0454545454545455,0.0454545454545455,0.0363636363636364,0.999896904583078,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,95,99,3495,5,5,3,1.04210526315789,0.0526315789473684,0.0526315789473684,0.0315789473684211,0.999385979588599,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,109,160,3495,13,13,7,1.46788990825688,0.119266055045872,0.119266055045872,0.0642201834862385,0.999999769920814,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,134,218,3526,12,11,12,1.62686567164179,0.0895522388059701,0.082089552238806,0.0895522388059701,0.999999998115803,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,122,242,3619,15,11,12,1.98360655737705,0.122950819672131,0.0901639344262295,0.0983606557377049,0.999999971543538,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,619,839,3807,42,32,32,1.35541195476575,0.0678513731825525,0.0516962843295638,0.0516962843295638,1,object,adult,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,93,191,4212,11,9,9,2.05376344086022,0.118279569892473,0.0967741935483871,0.0967741935483871,0.99999437105644,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,218,367,4337,22,18,18,1.68348623853211,0.100917431192661,0.0825688073394495,0.0825688073394495,0.999999999999997,object,L4,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,221,238,4446,10,7,10,1.07692307692308,0.0452488687782805,0.0316742081447964,0.0452488687782805,0.999999999964734,object,L4,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,160,172,4446,6,5,6,1.075,0.0375,0.03125,0.0375,0.999999611841625,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,102,115,4540,6,6,3,1.12745098039216,0.0588235294117647,0.0588235294117647,0.0294117647058824,0.99967748003932,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,190,289,4571,18,13,12,1.52105263157895,0.0947368421052632,0.068421052631579,0.0631578947368421,0.999999999954633,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,108,200,4789,12,10,7,1.85185185185185,0.111111111111111,0.0925925925925926,0.0648148148148148,0.999991019836772,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,121,140,4883,10,8,6,1.15702479338843,0.0826446280991736,0.0661157024793388,0.0495867768595041,0.999998342697317,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,139,302,5086,20,16,14,2.1726618705036,0.143884892086331,0.115107913669065,0.100719424460432,0.999999999635461,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,108,172,5429,9,7,7,1.59259259259259,0.0833333333333333,0.0648148148148148,0.0648148148148148,0.999985724148319,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,113,195,5538,12,10,10,1.72566371681416,0.106194690265487,0.0884955752212389,0.0884955752212389,0.999999861316102,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,216,314,5850,16,13,14,1.4537037037037,0.0740740740740741,0.0601851851851852,0.0648148148148148,0.999999999999418,object,L4,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,321,545,5866,31,23,21,1.69781931464174,0.0965732087227414,0.0716510903426791,0.0654205607476635,1,object,adult,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,92,104,6069,5,4,2,1.1304347826087,0.0543478260869565,0.0434782608695652,0.0217391304347826,0.993590173353089,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,95,127,6225,6,5,6,1.33684210526316,0.0631578947368421,0.0526315789473684,0.0631578947368421,0.999926193349764,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,128,177,6459,8,4,9,1.3828125,0.0625,0.03125,0.0703125,0.99999865653723,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,5,0,116,173,6661,10,6,7,1.49137931034483,0.0862068965517241,0.0517241379310345,0.0603448275862069,0.999986033478118,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,129,146,327,8,7,6,1.13178294573643,0.062015503875969,0.0542635658914729,0.0465116279069767,0.999998670438176,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,177,309,1279,18,14,14,1.74576271186441,0.101694915254237,0.0790960451977401,0.0790960451977401,0.999999999977509,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,147,403,1294,28,27,24,2.74149659863946,0.19047619047619,0.183673469387755,0.163265306122449,1,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,101,110,2511,4,5,2,1.08910891089109,0.0396039603960396,0.0495049504950495,0.0198019801980198,0.998630504013003,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,96,101,2574,7,5,3,1.05208333333333,0.0729166666666667,0.0520833333333333,0.03125,0.999216373842729,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,91,97,3073,3,3,2,1.06593406593407,0.032967032967033,0.032967032967033,0.021978021978022,0.991981948477487,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,154,270,3104,17,14,13,1.75324675324675,0.11038961038961,0.0909090909090909,0.0844155844155844,0.999999999849177,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,116,118,3900,5,4,3,1.01724137931034,0.0431034482758621,0.0344827586206897,0.0258620689655172,0.999733078958081,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,146,299,3993,16,13,13,2.04794520547945,0.10958904109589,0.089041095890411,0.089041095890411,0.999999997927708,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,177,229,4024,9,8,6,1.29378531073446,0.0508474576271186,0.0451977401129944,0.0338983050847458,0.99999987351708,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,121,123,4040,7,6,5,1.01652892561983,0.0578512396694215,0.0495867768595041,0.0413223140495868,0.999993402356512,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,104,111,4149,5,6,5,1.06730769230769,0.0480769230769231,0.0576923076923077,0.0480769230769231,0.999980330271843,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,150,184,4196,7,6,9,1.22666666666667,0.0466666666666667,0.04,0.06,0.999999963542009,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,305,383,4243,20,15,18,1.25573770491803,0.0655737704918033,0.0491803278688525,0.059016393442623,1,object,adult,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,797,1356,4243,73,53,58,1.70138017565872,0.0915934755332497,0.0664993726474278,0.0727728983688833,1,object,adult,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,213,561,4539,39,30,29,2.63380281690141,0.183098591549296,0.140845070422535,0.136150234741784,1,object,L4,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,94,116,4586,6,4,4,1.23404255319149,0.0638297872340425,0.0425531914893617,0.0425531914893617,0.998999847268055,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,124,228,4633,11,9,10,1.83870967741935,0.0887096774193548,0.0725806451612903,0.0806451612903226,0.999999718877812,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,220,340,4867,17,14,11,1.54545454545455,0.0772727272727273,0.0636363636363636,0.05,0.999999999980447,object,L4,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,111,118,4929,8,7,5,1.06306306306306,0.0720720720720721,0.0630630630630631,0.045045045045045,0.999990680009384,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,114,176,4992,10,7,9,1.54385964912281,0.087719298245614,0.0614035087719298,0.0789473684210526,0.999998973866828,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,114,161,5007,8,7,8,1.41228070175439,0.0701754385964912,0.0614035087719298,0.0701754385964912,0.999998687891864,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,135,186,5085,9,8,7,1.37777777777778,0.0666666666666667,0.0592592592592593,0.0518518518518519,0.999999324912551,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,100,117,5116,6,4,5,1.17,0.06,0.04,0.05,0.999826729248439,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,100,109,5148,5,4,4,1.09,0.05,0.04,0.04,0.999660937575242,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,157,401,5194,25,21,18,2.55414012738854,0.159235668789809,0.133757961783439,0.114649681528662,0.999999999997835,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,227,504,5226,30,23,22,2.22026431718062,0.13215859030837,0.101321585903084,0.0969162995594714,1,object,L4,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,109,122,5413,6,6,3,1.11926605504587,0.055045871559633,0.055045871559633,0.0275229357798165,0.999799567282088,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,93,105,5491,5,5,4,1.12903225806452,0.0537634408602151,0.0537634408602151,0.043010752688172,0.999685967384872,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,94,117,5522,7,4,5,1.24468085106383,0.074468085106383,0.0425531914893617,0.0531914893617021,0.999617527510196,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,124,189,5538,9,7,6,1.5241935483871,0.0725806451612903,0.0564516129032258,0.0483870967741935,0.999984339817453,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,341,462,5553,23,21,22,1.35483870967742,0.0674486803519062,0.06158357771261,0.0645161290322581,1,object,adult,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,91,115,5709,4,5,5,1.26373626373626,0.043956043956044,0.0549450549450549,0.0549450549450549,0.999834419046749,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,110,130,5896,7,7,6,1.18181818181818,0.0636363636363636,0.0636363636363636,0.0545454545454545,0.999995214978617,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,156,239,5974,14,12,9,1.53205128205128,0.0897435897435897,0.0769230769230769,0.0576923076923077,0.999999991783709,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,192,307,6130,16,14,18,1.59895833333333,0.0833333333333333,0.0729166666666667,0.09375,0.999999999999968,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,109,107,6427,5,4,5,0.981651376146789,0.0458715596330275,0.036697247706422,0.0458715596330275,0.999962670066592,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,102,118,6427,5,5,5,1.15686274509804,0.0490196078431373,0.0490196078431373,0.0490196078431373,0.999935588799106,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,112,127,6739,4,5,2,1.13392857142857,0.0357142857142857,0.0446428571428571,0.0178571428571429,0.99916791918765,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,102,119,6848,5,6,3,1.16666666666667,0.0490196078431373,0.0588235294117647,0.0294117647058824,0.999667446310366,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,142,191,6957,9,8,8,1.34507042253521,0.0633802816901408,0.0563380281690141,0.0563380281690141,0.999999876352288,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,94,136,7519,6,4,4,1.4468085106383,0.0638297872340425,0.0425531914893617,0.0425531914893617,0.997710111987452,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,6,0,202,458,7519,31,27,26,2.26732673267327,0.153465346534653,0.133663366336634,0.128712871287129,1,object,L4,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,136,211,1124,11,10,9,1.55147058823529,0.0808823529411765,0.0735294117647059,0.0661764705882353,0.999999940747783,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,159,203,1451,12,10,9,1.27672955974843,0.0754716981132075,0.0628930817610063,0.0566037735849057,0.999999996073418,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,95,98,1592,5,4,4,1.03157894736842,0.0526315789473684,0.0421052631578947,0.0421052631578947,0.999628658337579,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,103,113,1888,7,6,3,1.09708737864078,0.0679611650485437,0.058252427184466,0.029126213592233,0.999695385797428,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,582,910,2106,51,45,46,1.56357388316151,0.0876288659793814,0.077319587628866,0.0790378006872852,1,object,adult,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,102,107,2169,4,5,5,1.04901960784314,0.0392156862745098,0.0490196078431373,0.0490196078431373,0.999964350643487,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,103,97,2184,3,3,2,0.941747572815534,0.029126213592233,0.029126213592233,0.0194174757281553,0.997831321965726,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,104,118,2933,6,6,4,1.13461538461538,0.0576923076923077,0.0576923076923077,0.0384615384615385,0.999905999806455,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,103,118,3432,6,7,5,1.14563106796116,0.058252427184466,0.0679611650485437,0.0485436893203883,0.999982931618688,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,96,105,3682,4,5,3,1.09375,0.0416666666666667,0.0520833333333333,0.03125,0.999383424119074,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,105,120,3807,6,6,5,1.14285714285714,0.0571428571428571,0.0571428571428571,0.0476190476190476,0.999970680951646,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,101,147,3994,7,6,5,1.45544554455446,0.0693069306930693,0.0594059405940594,0.0495049504950495,0.999840630531222,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,110,127,4166,6,7,6,1.15454545454545,0.0545454545454545,0.0636363636363636,0.0545454545454545,0.999996309495395,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,94,103,4446,5,4,3,1.09574468085106,0.0531914893617021,0.0425531914893617,0.0319148936170213,0.998410139313947,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,111,123,4743,8,6,6,1.10810810810811,0.0720720720720721,0.0540540540540541,0.0540540540540541,0.999992772393553,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,117,135,4836,6,6,5,1.15384615384615,0.0512820512820513,0.0512820512820513,0.0427350427350427,0.999985312062243,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,106,117,4977,6,6,6,1.10377358490566,0.0566037735849057,0.0566037735849057,0.0566037735849057,0.999992568522562,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,118,135,5289,6,6,5,1.14406779661017,0.0508474576271186,0.0508474576271186,0.0423728813559322,0.999986834847594,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,125,141,5523,8,7,5,1.128,0.064,0.056,0.04,0.999994772738211,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,115,139,5648,7,6,3,1.20869565217391,0.0608695652173913,0.0521739130434783,0.0260869565217391,0.999759146823932,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,7,0,117,151,6038,11,11,7,1.29059829059829,0.094017094017094,0.094017094017094,0.0598290598290598,0.999999805035595,object,L2/L3,N2,H 05,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,9,0,108,119,655,8,7,4,1.10185185185185,0.0740740740740741,0.0648148148148148,0.037037037037037,0.999957876375654,object,L2/L3,N2,H 06,R01,None,FALSE
20190426,GrowthTrial,2,NA,1,A,9,0,100,110,2511,5,6,3,1.1,0.05,0.06,0.03,0.999715019863088,object,L2/L3,N2,H 06,R01,None,FALSE
