date,experiment,round,assay,plate,row,col,sort,TOF,EXT,time,green,yellow,red,norm.EXT,norm.green,norm.yellow,norm.red,object,call50,stage,strain,timepoint,replicate,control,contamination
20190426,GrowthTrial,2,NA,1,F,10,0,112,128,3557,8,8,5,1.14285714285714,0.0714285714285714,0.0714285714285714,0.0446428571428571,0.999993572642216,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,380,447,3698,21,16,14,1.17631578947368,0.0552631578947368,0.0421052631578947,0.0368421052631579,1,object,adult,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,134,171,3729,8,6,8,1.27611940298507,0.0597014925373134,0.0447761194029851,0.0597014925373134,0.999999562058844,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,194,274,3776,14,12,12,1.41237113402062,0.0721649484536082,0.0618556701030928,0.0618556701030928,0.999999999981997,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,167,178,3791,8,5,7,1.06586826347305,0.0479041916167665,0.029940119760479,0.0419161676646707,0.999999902869669,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,140,258,3900,14,11,11,1.84285714285714,0.1,0.0785714285714286,0.0785714285714286,0.999999978984612,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,103,105,4088,6,6,6,1.01941747572816,0.058252427184466,0.058252427184466,0.058252427184466,0.999993726685388,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,119,129,4119,6,7,5,1.08403361344538,0.0504201680672269,0.0588235294117647,0.0420168067226891,0.999995324822006,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,258,636,4134,40,34,31,2.46511627906977,0.155038759689922,0.131782945736434,0.12015503875969,1,object,L4,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,268,303,4228,13,9,14,1.13059701492537,0.0485074626865672,0.0335820895522388,0.0522388059701493,0.999999999999988,object,L4,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,97,119,4259,5,5,4,1.22680412371134,0.0515463917525773,0.0515463917525773,0.0412371134020619,0.999637733894458,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,114,152,4259,7,6,8,1.33333333333333,0.0614035087719298,0.0526315789473684,0.0701754385964912,0.999998447322097,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,92,161,4275,10,7,7,1.75,0.108695652173913,0.0760869565217391,0.0760869565217391,0.999940333008046,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,120,151,4306,8,5,7,1.25833333333333,0.0666666666666667,0.0416666666666667,0.0583333333333333,0.999994566141119,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,95,104,4322,4,5,3,1.09473684210526,0.0421052631578947,0.0526315789473684,0.0315789473684211,0.999340085237623,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,263,504,4400,34,24,23,1.91634980988593,0.129277566539924,0.091254752851711,0.0874524714828897,1,object,L4,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,125,148,4446,8,8,4,1.184,0.064,0.064,0.032,0.999988911342437,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,100,111,4462,6,5,4,1.11,0.06,0.05,0.04,0.999785654753763,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,115,133,4493,6,5,6,1.15652173913043,0.0521739130434783,0.0434782608695652,0.0521739130434783,0.999989395168827,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,111,130,4509,5,5,5,1.17117117117117,0.045045045045045,0.045045045045045,0.045045045045045,0.999960432626538,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,112,163,4509,7,5,5,1.45535714285714,0.0625,0.0446428571428571,0.0446428571428571,0.999817293594204,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,540,653,4524,44,44,28,1.20925925925926,0.0814814814814815,0.0814814814814815,0.0518518518518519,1,object,adult,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,120,117,4634,4,4,4,0.975,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.999953754837864,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,119,192,4665,10,7,8,1.61344537815126,0.0840336134453782,0.0588235294117647,0.0672268907563025,0.999996400235524,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,102,118,4712,5,4,3,1.15686274509804,0.0490196078431373,0.0392156862745098,0.0294117647058824,0.99876558658788,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,106,156,4790,8,7,5,1.47169811320755,0.0754716981132075,0.0660377358490566,0.0471698113207547,0.999922079687591,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,397,587,4883,17,14,14,1.47858942065491,0.0428211586901763,0.035264483627204,0.035264483627204,1,object,adult,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,94,111,4914,6,6,5,1.18085106382979,0.0638297872340425,0.0638297872340425,0.0531914893617021,0.99993272001602,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,119,136,4961,8,8,6,1.14285714285714,0.0672268907563025,0.0672268907563025,0.0504201680672269,0.999998666764574,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,347,610,4992,33,26,22,1.75792507204611,0.0951008645533141,0.0749279538904899,0.0634005763688761,1,object,adult,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,93,109,5070,5,4,3,1.17204301075269,0.0537634408602151,0.043010752688172,0.032258064516129,0.997726526533558,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,94,125,5117,6,5,4,1.32978723404255,0.0638297872340425,0.0531914893617021,0.0425531914893617,0.999261558706538,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,118,229,5133,13,9,11,1.94067796610169,0.110169491525424,0.076271186440678,0.0932203389830508,0.999999762793599,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,120,151,5148,6,7,6,1.25833333333333,0.05,0.0583333333333333,0.05,0.999996657274424,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,108,123,5320,4,4,5,1.13888888888889,0.037037037037037,0.037037037037037,0.0462962962962963,0.999929356330307,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,118,160,5351,8,10,6,1.35593220338983,0.0677966101694915,0.0847457627118644,0.0508474576271186,0.999998960541784,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,92,94,5445,5,3,3,1.02173913043478,0.0543478260869565,0.0326086956521739,0.0326086956521739,0.997321937200273,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,102,108,5507,4,5,3,1.05882352941176,0.0392156862745098,0.0490196078431373,0.0294117647058824,0.999637815509222,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,565,1029,5523,60,45,41,1.8212389380531,0.106194690265487,0.079646017699115,0.0725663716814159,1,object,adult,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,101,108,5616,6,6,4,1.06930693069307,0.0594059405940594,0.0594059405940594,0.0396039603960396,0.999913784683403,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,102,113,5648,6,5,3,1.1078431372549,0.0588235294117647,0.0490196078431373,0.0294117647058824,0.99941599679033,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,96,127,5726,8,6,5,1.32291666666667,0.0833333333333333,0.0625,0.0520833333333333,0.999862426160916,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,113,113,5944,6,5,3,1,0.0530973451327434,0.0442477876106195,0.0265486725663717,0.999824732544477,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,131,180,5991,9,8,7,1.37404580152672,0.0687022900763359,0.0610687022900763,0.0534351145038168,0.999999184526865,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,101,116,6038,5,6,2,1.14851485148515,0.0495049504950495,0.0594059405940594,0.0198019801980198,0.998977758372847,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,118,155,6147,7,10,5,1.3135593220339,0.0593220338983051,0.0847457627118644,0.0423728813559322,0.99999769601707,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,104,163,6287,8,5,5,1.56730769230769,0.0769230769230769,0.0480769230769231,0.0480769230769231,0.999498059664046,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,321,442,6287,25,19,20,1.37694704049844,0.0778816199376947,0.059190031152648,0.0623052959501558,1,object,adult,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,97,135,6334,7,5,7,1.39175257731959,0.0721649484536082,0.0515463917525773,0.0721649484536082,0.999969701803438,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,120,190,6350,13,11,11,1.58333333333333,0.108333333333333,0.0916666666666667,0.0916666666666667,0.999999990240074,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,260,349,6381,20,18,14,1.34230769230769,0.0769230769230769,0.0692307692307692,0.0538461538461538,0.999999999999999,object,L4,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,115,143,6396,10,12,9,1.24347826086957,0.0869565217391304,0.104347826086957,0.0782608695652174,0.999999992072376,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,128,138,6396,8,9,7,1.078125,0.0625,0.0703125,0.0546875,0.999999911973685,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,417,644,6459,30,24,25,1.54436450839329,0.0719424460431655,0.0575539568345324,0.0599520383693046,1,object,adult,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,102,112,6662,6,6,3,1.09803921568627,0.0588235294117647,0.0588235294117647,0.0294117647058824,0.999715208748792,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,109,218,6724,13,11,12,2,0.119266055045872,0.100917431192661,0.110091743119266,0.999999966713484,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,113,123,6740,6,5,6,1.08849557522124,0.0530973451327434,0.0442477876106195,0.0530973451327434,0.999991281911307,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,103,133,6864,9,8,6,1.29126213592233,0.087378640776699,0.0776699029126214,0.058252427184466,0.999992234320397,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,91,107,6880,6,5,5,1.17582417582418,0.0659340659340659,0.0549450549450549,0.0549450549450549,0.999844261642231,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,10,0,144,203,6989,11,9,8,1.40972222222222,0.0763888888888889,0.0625,0.0555555555555556,0.99999989115671,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,140,266,31,14,12,12,1.9,0.1,0.0857142857142857,0.0857142857142857,0.999999995233983,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,118,236,156,14,10,11,2,0.11864406779661,0.0847457627118644,0.0932203389830508,0.99999981550539,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,111,102,312,5,4,4,0.918918918918919,0.045045045045045,0.036036036036036,0.036036036036036,0.999923898324216,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,105,116,452,4,5,3,1.1047619047619,0.0380952380952381,0.0476190476190476,0.0285714285714286,0.999636548802515,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,98,115,468,5,3,2,1.1734693877551,0.0510204081632653,0.0306122448979592,0.0204081632653061,0.989717241269836,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,197,207,468,11,8,8,1.0507614213198,0.0558375634517767,0.0406091370558376,0.0406091370558376,0.999999999235319,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,161,257,889,15,12,11,1.59627329192547,0.093167701863354,0.0745341614906832,0.0683229813664596,0.99999999882233,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,104,115,905,5,5,3,1.10576923076923,0.0480769230769231,0.0480769230769231,0.0288461538461538,0.999554668990754,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,93,104,1170,5,5,3,1.11827956989247,0.0537634408602151,0.0537634408602151,0.032258064516129,0.999059866565398,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,102,112,1529,6,6,4,1.09803921568627,0.0588235294117647,0.0588235294117647,0.0392156862745098,0.999908776138616,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,101,129,1575,5,6,4,1.27722772277228,0.0495049504950495,0.0594059405940594,0.0396039603960396,0.999820064907089,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,114,124,1669,5,4,5,1.08771929824561,0.043859649122807,0.0350877192982456,0.043859649122807,0.999956284133204,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,124,120,1700,5,5,4,0.967741935483871,0.0403225806451613,0.0403225806451613,0.032258064516129,0.999980333325195,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,109,129,1825,4,4,5,1.18348623853211,0.036697247706422,0.036697247706422,0.0458715596330275,0.999918786962016,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,109,113,2246,7,8,5,1.03669724770642,0.0642201834862385,0.073394495412844,0.0458715596330275,0.999995815377894,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,99,189,2465,11,9,10,1.90909090909091,0.111111111111111,0.0909090909090909,0.101010101010101,0.999999139635995,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,96,92,2511,3,4,3,0.958333333333333,0.03125,0.0416666666666667,0.03125,0.999381932455394,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,100,128,2589,5,5,4,1.28,0.05,0.05,0.04,0.999621075471928,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,159,202,2699,11,7,7,1.27044025157233,0.0691823899371069,0.0440251572327044,0.0440251572327044,0.999999755510163,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,129,213,2714,10,9,6,1.65116279069767,0.0775193798449612,0.0697674418604651,0.0465116279069767,0.999992751648659,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,107,184,2839,8,9,5,1.7196261682243,0.0747663551401869,0.0841121495327103,0.0467289719626168,0.999942383062228,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,105,105,2855,4,4,3,1,0.0380952380952381,0.0380952380952381,0.0285714285714286,0.99954685170884,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,98,127,2886,6,4,4,1.29591836734694,0.0612244897959184,0.0408163265306122,0.0408163265306122,0.998981207407873,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,165,164,3089,7,5,7,0.993939393939394,0.0424242424242424,0.0303030303030303,0.0424242424242424,0.999999940917681,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,350,905,3135,54,46,40,2.58571428571429,0.154285714285714,0.131428571428571,0.114285714285714,1,object,adult,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,99,95,3245,4,4,3,0.95959595959596,0.0404040404040404,0.0404040404040404,0.0303030303030303,0.999422907314128,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,137,153,3369,7,5,3,1.11678832116788,0.0510948905109489,0.0364963503649635,0.0218978102189781,0.999923746421096,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,164,232,3697,10,7,7,1.41463414634146,0.0609756097560976,0.0426829268292683,0.0426829268292683,0.99999957116132,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,106,112,3697,6,3,3,1.05660377358491,0.0566037735849057,0.0283018867924528,0.0283018867924528,0.998600705034038,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,370,738,3713,46,36,32,1.99459459459459,0.124324324324324,0.0972972972972973,0.0864864864864865,1,object,adult,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,127,173,3791,8,6,7,1.36220472440945,0.062992125984252,0.047244094488189,0.0551181102362205,0.999996803336747,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,173,236,3806,12,9,8,1.36416184971098,0.069364161849711,0.0520231213872832,0.046242774566474,0.999999979510492,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,184,494,3806,30,23,21,2.68478260869565,0.16304347826087,0.125,0.114130434782609,0.999999999999911,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,205,251,3884,12,8,7,1.22439024390244,0.0585365853658537,0.0390243902439024,0.0341463414634146,0.999999992934715,object,L4,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,120,182,3884,7,5,6,1.51666666666667,0.0583333333333333,0.0416666666666667,0.05,0.999946381292956,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,189,290,3900,16,12,12,1.53439153439153,0.0846560846560847,0.0634920634920635,0.0634920634920635,0.999999999920789,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,299,372,3931,17,10,14,1.24414715719064,0.0568561872909699,0.0334448160535117,0.0468227424749164,0.999999999999994,object,L4,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,292,362,3931,13,9,11,1.23972602739726,0.0445205479452055,0.0308219178082192,0.0376712328767123,0.999999999999684,object,L4,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,105,109,3931,1,0,1,1.03809523809524,0.00952380952380952,0,0.00952380952380952,0.950434280336176,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,93,100,3931,5,3,5,1.0752688172043,0.0537634408602151,0.032258064516129,0.0537634408602151,0.999683480515355,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,118,230,3947,11,8,7,1.94915254237288,0.0932203389830508,0.0677966101694915,0.0593220338983051,0.999964711406928,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,101,126,3978,6,5,6,1.24752475247525,0.0594059405940594,0.0495049504950495,0.0594059405940594,0.999963281697759,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,93,176,3993,12,9,6,1.89247311827957,0.129032258064516,0.0967741935483871,0.0645161290322581,0.999894704220472,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,456,780,4025,40,31,32,1.71052631578947,0.087719298245614,0.0679824561403509,0.0701754385964912,1,object,adult,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,190,328,4056,17,15,12,1.72631578947368,0.0894736842105263,0.0789473684210526,0.0631578947368421,0.999999999948408,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,231,384,4071,18,14,13,1.66233766233766,0.0779220779220779,0.0606060606060606,0.0562770562770563,0.999999999995727,object,L4,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,181,228,4071,10,7,6,1.25966850828729,0.0552486187845304,0.0386740331491713,0.0331491712707182,0.999999823546838,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,184,237,4071,10,8,6,1.28804347826087,0.0543478260869565,0.0434782608695652,0.0326086956521739,0.999999906209556,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,97,107,4103,5,3,4,1.10309278350515,0.0515463917525773,0.0309278350515464,0.0412371134020619,0.999147615336868,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,176,262,4134,12,11,11,1.48863636363636,0.0681818181818182,0.0625,0.0625,0.999999999632029,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,127,125,4181,6,5,5,0.984251968503937,0.047244094488189,0.0393700787401575,0.0393700787401575,0.999993610643045,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,165,227,4259,11,9,11,1.37575757575758,0.0666666666666667,0.0545454545454545,0.0666666666666667,0.999999999028555,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,139,352,4321,25,23,21,2.53237410071942,0.179856115107914,0.165467625899281,0.151079136690647,0.999999999999983,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,135,143,4321,6,4,5,1.05925925925926,0.0444444444444444,0.0296296296296296,0.037037037037037,0.99998894772734,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,202,217,4321,8,7,9,1.07425742574257,0.0396039603960396,0.0346534653465347,0.0445544554455446,0.99999999971868,object,L4,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,324,667,4337,34,26,25,2.05864197530864,0.104938271604938,0.0802469135802469,0.0771604938271605,1,object,adult,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,205,341,4415,19,15,14,1.66341463414634,0.0926829268292683,0.0731707317073171,0.0682926829268293,0.999999999997697,object,L4,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,109,156,4430,6,5,5,1.43119266055046,0.055045871559633,0.0458715596330275,0.0458715596330275,0.999834229398956,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,583,1027,4430,43,33,35,1.76157804459691,0.0737564322469983,0.0566037735849057,0.0600343053173242,1,object,adult,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,164,240,4446,12,9,10,1.46341463414634,0.0731707317073171,0.0548780487804878,0.0609756097560976,0.999999993356313,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,113,170,4493,8,7,8,1.50442477876106,0.0707964601769911,0.0619469026548673,0.0707964601769911,0.999997873605192,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,146,152,4493,6,5,5,1.04109589041096,0.0410958904109589,0.0342465753424658,0.0342465753424658,0.999997552629695,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,306,466,4493,21,19,18,1.52287581699346,0.0686274509803922,0.0620915032679739,0.0588235294117647,1,object,adult,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,427,494,4493,9,5,12,1.15690866510539,0.0210772833723653,0.0117096018735363,0.0281030444964871,1,object,adult,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,177,319,4524,19,15,15,1.80225988700565,0.107344632768362,0.0847457627118644,0.0847457627118644,0.999999999993655,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,146,176,4586,8,6,5,1.20547945205479,0.0547945205479452,0.0410958904109589,0.0342465753424658,0.999995588655538,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,378,653,4602,34,27,29,1.72751322751323,0.0899470899470899,0.0714285714285714,0.0767195767195767,1,object,adult,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,163,245,4617,11,9,8,1.50306748466258,0.0674846625766871,0.0552147239263804,0.049079754601227,0.999999922326259,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,206,249,4664,12,10,8,1.20873786407767,0.058252427184466,0.0485436893203883,0.0388349514563107,0.999999999517992,object,L4,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,94,120,4680,6,3,4,1.27659574468085,0.0638297872340425,0.0319148936170213,0.0425531914893617,0.997679631573134,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,108,119,4758,4,3,3,1.10185185185185,0.037037037037037,0.0277777777777778,0.0277777777777778,0.99885303167986,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,194,359,4773,21,15,16,1.85051546391753,0.108247422680412,0.077319587628866,0.0824742268041237,0.999999999997823,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,128,196,4773,10,8,7,1.53125,0.078125,0.0625,0.0546875,0.999997482235332,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,158,222,4820,11,8,8,1.40506329113924,0.069620253164557,0.0506329113924051,0.0506329113924051,0.99999989823463,object,L2/L3,N2,H 06,R06,None,FALSE
20190426,GrowthTrial,2,NA,1,F,11,0,155,254,4820,13,10,12,1.63870967741935,0.0838709677419355,0.0645161290322581,0.0774193548387097,0.999999998102463,object,L2/L3,N2,H 06,R06,None,FALSE
